candidate,variant,experiment_id,run_id,fold,seed,epoch,train_loss,validation_loss,validation_accuracy,validation_macro_f1
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f3-s2753-7e8c480bec75,3,2753,27,0.4345066041858698,0.6448410849534828,0.7554198473282443,0.7418244543297299
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e,4,2753,1,1.0497727198326143,0.9553394794318557,0.5468559218559218,0.4922359765163795
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e,4,2753,2,0.8483006710323877,0.7994814325892736,0.6587301587301587,0.6192131874014349
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e,4,2753,3,0.7815559173143527,0.7990889782870646,0.6713980463980463,0.6600455029672093
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e,4,2753,4,0.7533279980809119,0.8010536626581743,0.6524725274725275,0.6379791874920152
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e,4,2753,5,0.7322900246028741,0.7908022697373625,0.6697191697191697,0.6332062688143328
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e,4,2753,6,0.717887501007573,0.7516756745485159,0.6633089133089133,0.649589866534466
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e,4,2753,7,0.6973348812635453,0.8023383409985693,0.6651404151404151,0.6206997974030695
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e,4,2753,8,0.6838882881186171,0.7086026695476201,0.7127594627594628,0.6995950832713452
C2,C2 ResNet18,g3-c2-t0-resnet18,g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e,4,2753,9,0.6682763674901526,0.7262720301911071,0.6904761904761905,0.6879153319203661
